id;titulo;zipNome;remotePath;destPath;status
"10897";"Matriz Bordado Minha Casa Minha Vida Financiamento";"financiamento-674aon.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/01/financiamento-674aon.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\financiamento-674aon.zip";"PENDENTE"
"10904";"Matriz Bordado Logo Sodexo";"sodexo-cxwhe6.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/01/sodexo-cxwhe6.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\sodexo-cxwhe6.zip";"PENDENTE"
"10909";"Matriz Bordado Logo Whatsapp Pacote";"whatsapp-qcngkr.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/01/whatsapp-qcngkr.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\whatsapp-qcngkr.zip";"PENDENTE"
"10919";"Matriz Bordado Acesso por Corda Altura";"irata-n3-yizwqe.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/01/irata-n3-yizwqe.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\irata-n3-yizwqe.zip";"PENDENTE"
"10924";"Matriz Bordado Logo Adidas";"adidas-ephhi5.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/01/adidas-ephhi5.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\adidas-ephhi5.zip";"PENDENTE"
"10930";"Matriz Bordado Logo Homem Aranha Infantil";"logo-spiderman-i0jbbp.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/01/logo-spiderman-i0jbbp.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\logo-spiderman-i0jbbp.zip";"PENDENTE"
"10936";"Matriz Bordado Logo Adidas 2";"adidas2-ylpiwn.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/01/adidas2-ylpiwn.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\adidas2-ylpiwn.zip";"PENDENTE"
"10942";"Matriz Bordado Administração 3";"administracao3-gwyudk.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/01/administracao3-gwyudk.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\administracao3-gwyudk.zip";"PENDENTE"
"10950";"Matriz Bordado Playstation";"playstation-xeacmz.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/02/playstation-xeacmz.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\playstation-xeacmz.zip";"PENDENTE"
"10956";"Matriz Bordado Logo Playstation";"logo-playstation2-fwfkgq.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/02/logo-playstation2-fwfkgq.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\logo-playstation2-fwfkgq.zip";"PENDENTE"
"10982";"Matriz Bordado Brasão Nutrição 4";"nutricao4-fc6nab.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/02/nutricao4-fc6nab.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\nutricao4-fc6nab.zip";"PENDENTE"
"10992";"Matriz Bordado Polícia Comunitária";"policia-comunitaria-yoacwm.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/02/policia-comunitaria-yoacwm.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\policia-comunitaria-yoacwm.zip";"PENDENTE"
"10997";"Matriz Bordado Logo Direito 2";"direito-m2o1ub.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/02/direito-m2o1ub.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\direito-m2o1ub.zip";"PENDENTE"
"11009";"Matriz Bordado Odonto Unip";"odonto-unip-1z54ah.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/02/odonto-unip-1z54ah.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\odonto-unip-1z54ah.zip";"PENDENTE"
"11023";"Matriz Bordado Brasão Radiologia";"brasao-radiologia-hymxeg.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/02/brasao-radiologia-hymxeg.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\brasao-radiologia-hymxeg.zip";"PENDENTE"
"11033";"Matriz Bordado Universidad Central del Paraguay PJC";"medicina-paraguay-bzyyti.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/02/medicina-paraguay-bzyyti.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\medicina-paraguay-bzyyti.zip";"PENDENTE"
"11038";"Matriz Bordado Uninove Universidade Nove de Julho";"uninove-bidwgo.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/02/uninove-bidwgo.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\uninove-bidwgo.zip";"PENDENTE"
"11045";"Matriz Bordado Radiologia 1";"radiologia1-p6lygw.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/02/radiologia1-p6lygw.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\radiologia1-p6lygw.zip";"PENDENTE"
"11051";"Matriz Bordado Técnico Radiologia";"tecnico-radiologia-itpphy.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/02/tecnico-radiologia-itpphy.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\tecnico-radiologia-itpphy.zip";"PENDENTE"
"11057";"Matriz Bordado Brasão Radiologia 2";"radiologia-brasao2-vwuysd.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/02/radiologia-brasao2-vwuysd.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\radiologia-brasao2-vwuysd.zip";"PENDENTE"
"11066";"Matriz Bordado Logo Ulbra Veritas";"ulbra-logo-q0jour.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/02/ulbra-logo-q0jour.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\ulbra-logo-q0jour.zip";"PENDENTE"
"11072";"Matriz Bordado Logo Ulbra Veritas 2";"Ulbra2-qiplbj.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/02/Ulbra2-qiplbj.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\Ulbra2-qiplbj.zip";"PENDENTE"
"11081";"Matriz Bordado Tribunal de Justiça do Estado do Pará";"tribunal-pa-uqjyf9.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/02/tribunal-pa-uqjyf9.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\tribunal-pa-uqjyf9.zip";"PENDENTE"
"11088";"Matriz Bordado Logo Unipac";"unipac-2en9um.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/02/unipac-2en9um.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\unipac-2en9um.zip";"PENDENTE"
"11104";"Matriz Bordado Brasão Radiologia 3";"escudo-radiologia3-rrrncg.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/02/escudo-radiologia3-rrrncg.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\escudo-radiologia3-rrrncg.zip";"PENDENTE"
"11123";"Matriz Bordado Tec Mais - Cursos Técnicos";"tecmais-xg44jz.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/02/tecmais-xg44jz.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\tecmais-xg44jz.zip";"PENDENTE"
"11130";"Matriz Bordado Brasão Medicina Ulbra";"medicina-ulbra-afjvbt.zip";"/home/digitalbordados/domains/novo.digitalbordados.com.br/public_html/wp-content/uploads/woocommerce_uploads/2026/02/medicina-ulbra-afjvbt.zip";"D:\www\digitalbordados\digitalbordados\uploads\arquivos\medicina-ulbra-afjvbt.zip";"PENDENTE"
