id;titulo;zipNome;file_path
"3177";"Matriz Bordado Medicina Ufersa";"medicinaufersa-41y4ma.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/medicinaufersa-41y4ma.zip"
"3183";"Matriz Bordado Volkswagen Golf Mk4";"Golf1-fprhye.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/Golf1-fprhye.zip"
"3195";"Matriz Bordado Águia Militar";"Aguia24cm-tusgur.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/Aguia24cm-tusgur.zip"
"3202";"Matriz Bordado Enfermagem Unip Paulista";"enferunip-b4vxny.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/enferunip-b4vxny.zip"
"3311";"Matriz Bordado Brasão Odontologia¹";"odontologia1-dmpoj8.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/odontologia1-dmpoj8.zip"
"3316";"Matriz Bordado Facultad de Medicina Buenos Aires";"buenosaires-umccyw.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/buenosaires-umccyw.zip"
"3323";"Matriz Bordado Brasão Micropigmentação";"micropigmentacao-4rq36m.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/micropigmentacao-4rq36m.zip"
"3329";"Matriz Bordado IFPA - Instituto Federal Pará";"77mm-w8dhee.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/77mm-w8dhee.zip"
"3338";"Matriz Bordado Brasão Fisioterapia 2";"fisioterapia2-4l3hxz.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/fisioterapia2-4l3hxz.zip"
"3345";"Matriz Bordado Polícia Militar do Ceará";"policiaceara-z9sbxi.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/policiaceara-z9sbxi.zip"
"3358";"Matriz Bordado UFOPA - Universidade Federal Oeste do Pará";"ufopa-vyqpy5.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/ufopa-vyqpy5.zip"
"3366";"Matriz Bordado Unopar Anhanguera";"unoparanhanguera-ksok2b.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/unoparanhanguera-ksok2b.zip"
"3372";"Matriz Bordado Unopar";"unopar-3ge4up.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/unopar-3ge4up.zip"
"3377";"Matriz Bordado COPESP Comando de Operações Especiais";"copesp-wkfkgq.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/copesp-wkfkgq.zip"
"3384";"Matriz Bordado Unipar - Universidade Paranaense";"UNIPAR-ut98cs.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/UNIPAR-ut98cs.zip"
"3389";"Matriz Bordado Brasão Uepa";"uepabrasao-bkiicv.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/uepabrasao-bkiicv.zip"
"3401";"Matriz Bordado Batalhão de Infantaria 11Bimth";"11bimth-mhgpig.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/11bimth-mhgpig.zip"
"3409";"Matriz Bordado Pontifícia Universidade Católica PUC SP";"PUCSP-ejpayh.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/PUCSP-ejpayh.zip"
"3425";"Matriz Bordado Polícia Cientifica SP";"policiacientificasp-7o3ejg.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/policiacientificasp-7o3ejg.zip"
"3430";"Matriz Bordado Polícia Civil BA";"policiacivilba-mn65xh.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/policiacivilba-mn65xh.zip"
"3435";"Matriz Bordado Polícia Civil BA 2";"policiacivilba2-ff2ute.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/policiacivilba2-ff2ute.zip"
"3440";"Matriz Bordado Polícia Civil Es";"policiacivil-es-gd4jrb.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/policiacivil-es-gd4jrb.zip"
"3448";"Matriz Bordado New Holland Agriculture";"newholland10cm-6yxzxu.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/newholland10cm-6yxzxu.zip"
"3456";"Matriz Bordado Massey Ferguson";"massey10cm-zmlwkn.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/massey10cm-zmlwkn.zip"
"3464";"Pacote com 110 Matrizes Flork";"TEMA-FLORKS-110-Matrizes-PES-jeedy7.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/TEMA-FLORKS-110-Matrizes-PES-jeedy7.zip"
"3484";"Pacote 7 Matrizes de Bordado Girassóis";"pacote-girassol-q11k5h.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/pacote-girassol-q11k5h.zip"
"3495";"Pacote 50 Matrizes de Jardins para Montagens";"PES-zvreko.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/PES-zvreko.zip"
"3514";"Coleção de Matrizes Leãozinho";"pacote-leaozinhos-b5oslu.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/pacote-leaozinhos-b5oslu.zip"
"3530";"Matriz Bordado Brasão Medicina 2";"medicinabrasao-crx4zy.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/medicinabrasao-crx4zy.zip"
"3585";"Matriz Bordado Logo Massoterapia 1";"massoterapia-geir28.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/massoterapia-geir28.zip"
"3595";"Matriz Bordado Faculdade Medicina de Altamira";"faculdadealtamira-qe5ieg.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/faculdadealtamira-qe5ieg.zip"
"3611";"Matriz Bordado Brasão Odontologia²";"ODONTOLOGIA2-p49jui.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/ODONTOLOGIA2-p49jui.zip"
"3616";"Matriz Bordado Logo Zootecnia 1";"zootecnia1-l75kry.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/04/zootecnia1-l75kry.zip"
"3739";"Matriz Bordado Unisalesiano Centro Universitário";"unisalesiano-5tbjdo.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/05/unisalesiano-5tbjdo.zip"
"3745";"Matriz Bordado Polícia Militar de SP";"policiamilitarsp-mpg0sn.zip";"https://novo.digitalbordados.com.br/wp-content/uploads/woocommerce_uploads/2025/05/policiamilitarsp-mpg0sn.zip"
